Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Attachment,Image URL
Implant Direct,853710U,Implant Direct,853710U,simplyLegacy3™ 3.7mmDx10mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system.Implant Direct simplyLegacy3™ Implant SystemFeatures & Benefits• Internal connection with 1.5mm long hex & internal lead-in bevel• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment• Two self-tapping grooves, extending halfway up implant• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet• Connection: Color-coded internal hex with lead-in bevel• Surface: SBM (Soluble Blast Media)• Surgical Instruments: Spectra-System surgical kit• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threads",Pack, 1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-3-7mmdx10mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/853710u_1_2.png
Implant Direct,DGCO251005,Implant Direct,DGCO251005,DirectGen Mineralized Cortical Allograft Granules Size: 250-1000µm (0.5cc) - 1 Vial/Box,DGCO251005,,,Implants,,https://store.implantdirect.com/us/en/catalog/product/view/id/3651/s/directgen-mineralized-cortical-allograft-granules-size-250-1000-m-0-5cc-1-vial-box-1/category/122/,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/d/i/directgen_ag_1_1_3_7.png
Implant Direct,854206U,Implant Direct,854206U,simplyLegacy3™ 4.2mmDx6mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system.Implant Direct simplyLegacy3™ Implant SystemFeatures & Benefits• Internal connection with 1.5mm long hex & internal lead-in bevel• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment• Two self-tapping grooves, extending halfway up implant• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet• Connection: Color-coded internal hex with lead-in bevel• Surface: SBM (Soluble Blast Media)• Surgical Instruments: Spectra-System surgical kit• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threads",Pack, 1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-4-2mmdx6mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/854206u_1_2.png
Implant Direct,853716U,Implant Direct,853716U,simplyLegacy3™ 3.7mmDx16mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system.Implant Direct simplyLegacy3™ Implant SystemFeatures & Benefits• Internal connection with 1.5mm long hex & internal lead-in bevel• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment• Two self-tapping grooves, extending halfway up implant• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet• Connection: Color-coded internal hex with lead-in bevel• Surface: SBM (Soluble Blast Media)• Surgical Instruments: Spectra-System surgical kit• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threads",Pack, 1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-3-7mmdx16mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/853716u_1_2.png
Implant Direct,923310,Implant Direct,923310,SwishPlus Implant 3.3mmDx10mmL SBM: 3.7mmD Platform Implant Dental System - 1/Pack,"SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. All-in-1 Packaging includes implant, cover screw, healing collar extender, and carrier that functions as a transfer. SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. SwishPlus offers a range of four implant diameters from 3.3-5.7mm with two platform options for the 4.8mm size.  SwishPlus Packaging:  All-in-1 Packaging includes: Implant Features:  1: except narrow 3.3mm implant
Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy
",Pack, 1,Implants,,https://store.implantdirect.com/us/en/swishplus-implant-3-3mmdx10mml-sbm-3-7mmd-platform-implant-dental-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/9/2/923310_1_2.png
Implant Direct,6035-06,Implant Direct,6035-06,RePlant Implant Analog (3.5mmD Widthx3.5mmD Platform) - 1/Box,6035-06,Box, 1,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-replant-implant-analog-3-5mmd-widthx3-5mmd-platform-1-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/0/6035-06_2.png
Implant Direct,6043-06,Implant Direct,6043-06,RePlant Implant Analog (4.3mmD Widthx4.3mmD Platform) - 1/Box,6043-06,Box, 1,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-replant-implant-analog-4-3mmd-widthx4-3mmd-platform-1-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/0/6043-06_2.png
Implant Direct,DGB251010,Implant Direct,DGB251010,DirectGen Mineralized Cortical/Cancellous Blend Allograft Granules Size: 250-1000µm (1cc)-1 Vial/Box,DGB251010,,,Implants,,https://store.implantdirect.com/us/en/directgen-mineralized-cortical-cancellous-blend-allograft-granules-size-250-1000-m-1cc-1-vial-box-1,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/d/i/directgen_ag_1_1_3_2.png
Implant Direct,823716U,Implant Direct,823716U,simplyLegacy2™ 3.7mmDx16mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy2 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system.Implant Direct simplyLegacy2™ Implant SystemWith cover screw and 3mm healing collar included, our mount-free implants allow you to streamline your surgical procedures while still having the necessary, compatible components readily accessible.Features & Benefits• Internal connection with 1.5mm long hex & internal lead-in bevel• Body is straight for top 1/3rd with bottom 2/3rds tapered for bone expansion• Surface options: SBM (Soluble Blast Media) textured• Double-lead buttress threads for improved insertion & quadruple lead threads near top for increased thread engagement & reduced stress• 2mm extender retained by cover screw for use as a healing collar for one stage surgery• Color-coded carrier usable as a closed-tray transfer & temporary abutment• Three aggressive self-tapping grooves extending 2/3rds length up the implant• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture-mount insertion with either 2.5mm hex driver or ratchet• Connection: Color-coded internal hex with lead-in bevel• Surgical Instruments: Spectra-System surgical kit• Implant Lengths: 6 / 8 / 10 / 11.5 / 13 / 16mm. Top 1/3 is straight with tapered section having three cutting grooves• Implant Threads: Micro-threads with double-lead progressively deeper buttress threads",Pack, 1,Implants,,https://store.implantdirect.com/us/en/simplylegacy2tm-3-7mmdx16mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/2/823716u_1_2.png
Implant Direct,1000-61,Implant Direct,1000-61,Multi-Unit Abutment Analog - 1/Box,1000-61,,,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-multi-unit-abutment-analog-1-box-1,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/1/0/1000-61_2.png
Implant Direct,1037-06,Implant Direct,1037-06,ScrewPlant / ScrewPlus Implant Analog (3.7mmD Widthx3.7mmD Platform) - 1/Box,Implant analog for ScrewPlant implants. Implant analog for ScrewPlant implants for use in stone models. ,Box, 1,Implants,,https://store.implantdirect.com/us/en/screwplant-screwplus-implant-analog-3-7mmd-widthx3-7mmd-platform-1-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/1/0/1037-06_2.png
Implant Direct,1047-06,Implant Direct,1047-06,ScrewPlant / ScrewPlus Implant Analog (4.7mmD Widthx4.7mmD Platform) - 1/Box,Implant analog for ScrewPlant implants. Implant analog for ScrewPlant implants for use in stone models. ,Box, 1,Implants,,https://store.implantdirect.com/us/en/screwplant-screwplus-implant-analog-4-7mmd-widthx4-7mmd-platform-1-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/1/0/1047-06_2.png
Implant Direct,653708,Implant Direct,653708,InterActive 3.7mmDx8mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package.InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures. InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm.  InterActive Packaging:  All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes: Implant Features:  1: except 6mm length implants
Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy
",Pack, 1,Implants,,https://store.implantdirect.com/us/en/interactive-3-7mmdx8mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653708_2.png
