Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Category,Subcategories,Product Page URL,Attachement,Image URL
Accutron,34005,Accutron,34005,Recessed Q/C Dual Outlet (N2O-O2),"Description
White, slim-line outlet accommodates both Accutron™ and Porter™ quick connect hoses.",,,recessed-outlets,,https://www.hufriedygroup.com/recessed-outlets/recessed-q-c-dual-outlet-n2o-o2,"https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",https://www.hufriedygroup.com//sites/default/files/styles/500x500/public/HuFriedyGroup-34005-recessed-q-c-dual-outlet-n2O-O2-2106.jpg?itok=KsvayhvT
Accutron,34088,Accutron,34088,Chemtron™ Vacuum Male Connector,"Description
Accutron™ carries a complete line of quick-connect hoses that are compatible with a wide variety of outlet stations. Use these quick-connect hoses and vacuum male connector #34088 with Chemtron™, NCG & Coastal outlet stations.",,,q-c-hoses-connectors,,https://www.hufriedygroup.com/q-c-hoses-connectors/chemtrontm-vacuum-male-connector,/documents/34082,https://www.hufriedygroup.com//sites/default/files/styles/500x500/public/HuFriedyGroup-34088-chemtron-vacuum-male-connector-2104.jpg?itok=EfUt7y_E
Accutron,36800-CHAIR,Accutron,36800-CHAIR,Accutron™ Ultra PC™ % Cabinet Mount Package H CHAIR—Remote Flow System for RFS Chairmount Kits,"Description
            The Ultra PC™ % Cabinet Mount Flowmeter offers a solution to the increasingly complex issue of operatory space planning. The low-profile unit complements modern operatory design and can be built into a variety of office cabinetry configurations.

Single-knob total flow control.
Nitrous oxide ratio control with 70% maximum.
Oxygen fail-safe and oxygen flush.
Oxygen resuscitation connector.
Emergency air valve.
Directional check valve.
Continuous oxygen and nitrous oxide flow tubes.

(Note: Requires separate purchase of appropriate RFS Chairmount Kit (see product line RFS Chairmount Kits))
All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Dimensions (W x H x D): 9 3/4"" x 4 3/4"" x 3 1/2""Mounted Dimensions (W x H x D): 9 3/4"" x 4 3/4"" x 1 1/4"" (to end of knobs); 9 3/4"" x 4 3/4"" x 1/4"" (front plate only)Weight: 6 lb (2.7 kg)Mixed Gas Outlet Diameter: 7/8"" nominal (22 mm)Oxygen Inlet: Male DISS (CGA 1240)Nitrous Oxide Inlet: Male DISS (CGA 1040)Nitrous Oxide Mix Ratio Range: 0-70%Oxygen Flow Range: 1-10 LPMNitrous Oxide Flow Range: 0-7 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial)Resuscitator Connector Flow: 100 LPM OxygenIncludes: Ultra PC™ % Cabinet Mount Flowmeter, Mounting Hardware, Remote Flow System A, O2 and N2O Check Valve Risers, 25' of Vacuum Hose, 25' of Mixed Gas Hose, One 6' N2O Hose, One 6' O2 Hose, and Scavenging Circuit II (for RFS-A).",,,ultra-pctm-flowmeters,,https://www.hufriedygroup.com/ultra-pctm-flowmeters/accutrontm-ultra-pctm-cabinet-mount-package-g?v=239353,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-36800-CHAIR-ultra-pc-percent-cabinet-mount-flowmeter-pkg-h-chair-2106.jpg?itok=kgc71chD
Accutron,,Accutron,,"
                ",,,,q-c-hoses-connectors,,https://www.hufriedygroup.com/q-c-hoses-connectors/accutrontmvacuum-male-connector-x-90deg-1-2-hose,/documents/34082,
Accutron,36800,Accutron,36800,Accutron™ Ultra PC™ % Cabinet Mount Package H—Remote Flow System,"Description
            The Ultra PC™ % Cabinet Mount Flowmeter offers a solution to the increasingly complex issue of operatory space planning. The low-profile unit complements modern operatory design and can be built into a variety of office cabinetry configurations.

Single-knob total flow control.
Nitrous oxide ratio control with 70% maximum.
Oxygen fail-safe and oxygen flush.
Oxygen resuscitation connector.
Emergency air valve.
Directional check valve.
Continuous oxygen and nitrous oxide flow tubes.

(Note: Requires separate purchase of appropriate RFS Chairmount Kit (see product line RFS Chairmount Kits))
All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Dimensions (W x H x D): 9 3/4"" x 4 3/4"" x 3 1/2""Mounted Dimensions (W x H x D): 9 3/4"" x 4 3/4"" x 1 1/4"" (to end of knobs); 9 3/4"" x 4 3/4"" x 1/4"" (front plate only)Weight: 6 lb (2.7 kg)Mixed Gas Outlet Diameter: 7/8"" nominal (22 mm)Oxygen Inlet: Male DISS (CGA 1240)Nitrous Oxide Inlet: Male DISS (CGA 1040)Nitrous Oxide Mix Ratio Range: 0-70%Oxygen Flow Range: 1-10 LPMNitrous Oxide Flow Range: 0-7 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial)Resuscitator Connector Flow: 100 LPM OxygenIncludes: Ultra PC™ % Cabinet Mount Flowmeter, Mounting Hardware, Check Valve Risers, Remote Flow System A, Scavenging Circuit II (for RFS-A).",,,ultra-pctm-flowmeters,,https://www.hufriedygroup.com/ultra-pctm-flowmeters/accutrontm-ultra-pctm-cabinet-mount-package-g?v=239352,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-36800-ultra-pc-cabinet-mount-flowmeter-package-h-2106.jpg?itok=wNzJd_XP
Accutron,46500-US,Accutron,46500-US,Accutron™ Ultra DC™ Package U – Undermount Slide,"Description
            The Ultra DC™ Flowmeter is designed for the clinician preferring the dual control method of establishing N2O and O2 settings and state-of-the-art design innovation. The unit combines conventional operation with optimal safety, and its appearance complements modern operatory esthetics.

Independent oxygen and nitrous oxide controls.
Oxygen control with on/off switch.
Oxygen fail-safe and oxygen flush.
Oxygen resuscitation connector.
Emergency air valve.
Directional check valve.
DISS inlet fittings.

Note: Order quick connect hoses separately.
All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Product SpecificationsDimensions (W x H x D): 4 1/4"" x 10 1/2"" x 8""Weight: 4.5 lb (2.0 kg)Mixed Gas Outlet Diameter: 7/8"" nominal (22 mm)Oxygen Inlet: Male DISS (CGA-1240)Nitrous Oxide Inlet: Male DISS (CGA-1040)Oxygen Flow Range: 3-10 LPMNitrous Oxide Flow Range: 0-7 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial)Resuscitator Connector Flow: 100 LPM OxygenIncludes: Ultra DC™ Flowmeter, Universal Cabinet Slide PC/DC (slide mounts to left, right, or under cabinet) Mounting Adapter 24552, Scavenging Circuit II.",,,ultra-dctm-flowmeters,,https://www.hufriedygroup.com/ultra-dctm-flowmeters/accutrontm-ultra-dctm-package-c-mobile-stand?v=239350,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-46500-US-ultra-dc-package-u-undermount-slide-2000x2000-2106.jpg?itok=tdy6jhBp
Accutron,20526,Accutron,20526,E Cylinder Mobile Cart,,,,oxygen-equipment-components,,https://www.hufriedygroup.com/oxygen-equipment-components/e-cylinder-mobile-cart,/documents/34082,https://www.hufriedygroup.com//sites/default/files/styles/500x500/public/HuFriedyGroup-20526-e-cylinder-mobile-cart-2105.jpg?itok=pQ0PSSXI
Accutron,33016-9,Accutron,33016-9,"Accutron™ PIP+™ Single-Use Nasal Masks, Medium","Description
            Single-use. Provides patients with reliable and comfortable nitrous oxide delivery while minimizing the potential for cross contamination.

Lightly scented and brightly colored nasal masks.
Unscented PIP+® nasal masks are also available.
3 comfortable sizes.

Not made with natural rubber latexMedium Unscented",,,piptm-nasal-masks,,https://www.hufriedygroup.com/piptm-nasal-masks/accutrontm-piptm-single-use-nasal-masks-medium?v=239393,"https://www.hufriedygroup.com/sites/default/files/2021-07/28743%20PIP%20Nasal%20Masks%20IFU%20Rev%20E.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/publication_1.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-NasalMask-InfoSheet-2206-web-1.pdf,/documents/34082","/sites/default/files/styles/500x500/public/HuFriedyGroup-33016-9-PIP%2BSingleUseNasalMasks-2104.jpg?itok=DXuUYq7g,/sites/default/files/styles/500x500/public/HuFriedyGroup-33016-9-pip-single-use-nasal-masks-medium-2104.jpg?itok=W9Rfdnxv"
Accutron,47000,Accutron,47000,Oral Surgery Accessory Package,"Description
Surgery System Accessories",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/oral-surgery-accessory-package,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",https://www.hufriedygroup.com//sites/default/files/styles/500x500/public/HuFriedyGroup-47000-oral-surgery-accessory-package-500x500-2105.jpg?itok=BlXLjklw
Accutron,47075,Accutron,47075,Hanks Elbow with Pop-off,"Description
Surgery System Accessories",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/hanks-elbow-pop,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,/documents/34082",https://www.hufriedygroup.com//sites/default/files/styles/500x500/public/HuFriedyGroup-47075-hanks-elbow-with-pop-off-2104.jpg?itok=Zc5mahQL
