Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Category,Subcategories,Product Page URL,Attachement,Image URL
Accutron,49053,Accutron,49053,Pre-Install Kit for Accutron™ Digi-Flo™ 2nd Wall Alarm,"Description
            For seamless installation of the 2nd wall alarmFor seamless installation of the 2nd wall alarm",,,digi-flotm-automatic-switching-manifolds,,https://www.hufriedygroup.com/digi-flotm-automatic-switching-manifolds/pre-install-kit-accutrontm-digi-flotm-2nd-wall-alarm,"https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/default_images/GC-WebImages-NewWebsite-ErrorImage-2004_0.jpg?itok=WBGan6SI
Accutron,23148,Accutron,23148,100 ft. Cat 5 Black Cable and Connector,,,,manifold-accessories-components,,https://www.hufriedygroup.com/manifold-accessories-components/100-ft-cat-5-black-cable-and-connector,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-23148-100FtCat5BlackCableAndConnector.jpg?itok=IYdpepCi
Accutron,49051,Accutron,49051,Pre-Install Kit for Accutron™ Digi-Flo™ Automatic Manifold Pkg. A & C,"Description
            For installation of 49150-NP and 49350-NPIncludes: Manifold template, manifold mounting plate assembly with brass risers, 100 ft. cable, wall outlet for desk alarm panel",,,digi-flotm-automatic-switching-manifolds,,https://www.hufriedygroup.com/digi-flotm-automatic-switching-manifolds/pre-install-kit-accutrontm-digi-flotm-automatic-manifold,"https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-49051-pre-install-kit-for-digi-flo-automatic-manifold-pkg-a-c-500x500-2105.jpg?itok=Ov2Em0rR
Accutron,32015,Accutron,32015,Accutron™ Universal Cabinet Slide Mount for Accu-Vac™,"Description
            Allows Accu-Vac™ to be discreetly mounted inside a cabinet (slide mounts to the left, right, or under cabinet). For use with Digital Ultra® Flushmount FlowmeterAllows Accu-Vac™ to be discreetly mounted inside a cabinet",,,vacuums,,https://www.hufriedygroup.com/vacuums/accutrontm-universal-cabinet-slide-mount-accu-vactm,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-32015-universal-cabinet-slide-mount-for-accu-vac-500x500-2105.jpg?itok=EjwyfYTF
Accutron,32019,Accutron,32019,"Accutron™ Universal Cabinet Slide, Digital Bag Tee","Description
            Sliding bracket for optional mounting of Digital Bag Tee. Allows Bag Tee to be discreetly mounted inside a cabinet (slide mounts to the left, right, or under cabinet).Sliding bracket for optional mounting of Digital Bag Tee",,,universal-cabinet-side-mounts,,https://www.hufriedygroup.com/universal-cabinet-side-mounts/accutrontm-universal-cabinet-slide-digital-bag-tee,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-32019-universal-cabinet-slide-digital-bag-tee-500x500-2105.jpg?itok=xif7t2Sv
Accutron,32055,Accutron,32055,Surface Mount for Digital Ultra™ Flushmount Flowmeter,"Description
            Use to stand Digital Ultra™ Flushmount Flowmeter on a flat surface. Flowmeter sold separately.Use to stand Digital Ultra™ Flushmount Flowmeter on a flat surface",,,flowmeter-mounts,,https://www.hufriedygroup.com/flowmeter-mounts/surface-mount-digital-ultratm-flushmount-flowmeter,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-32055-surface-mount-for-digital-ultra-flushmount-flowmeter-2104.jpg?itok=bEjhSXRj
Accutron,56500,Accutron,56500,Accutron™ Accutron™ Digital Ultra™ Package F—Telescoping Wall Arm,"Description
            The Digital Ultra™ is the right choice for clinicians who prefer to work in a digital environment but want critical parameters displayed both numerically and as electronic flow tubes. The ease of color-coded, fingertip controls is an additional feature of the flowmeter. Its sealed flush surface makes it easy to disinfect or barrier-protect. The unit's design complements aseptic, contemporary operatory environments.

Automatic compensation to easily adjust total flow or gas ratiowhile the other stays constant.
Both digital and electronic flowtube displays for ease of use.
Maximum nitrous oxide ratio at 70% for patient safety.
Audible and visual alarms to notify of low oxygen.
Oxygen fail-safe and flush for additional safety.
Emergency oxygen resuscitation connector.
Sealed flush surface makes it easy to disinfect or barrier protect.

(Note: Quick connect hoses sold separately)
All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Dimensions (W x H x D): 7 1/2"" x 7"" x 8 3/4""Weight: 6.3 lbsMixed Gas Outlet Diameter: 7/8"" Nominal (22 mm)Oxygen Inlet: Male DISS (CGA-1240)Nitrous Oxide Inlet: Male DISS (CGA-1040)Nitrous Oxide Mixed Ratio Range: 0-70%Oxygen Flow Range: 1.0-9.9 LPMNitrous Oxide Flow Range: 0-6.9 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial)Resuscitator Connector Flow: 100 LPM OxygenPower Requirements: 100-240 Volt AC; 50-60 HzIncludes: Digital Ultra™ Flowmeter, Telescoping Wall Arm, Scavenging Circuit II.",,,digital-ultratm-flowmeters,,https://www.hufriedygroup.com/digital-ultratm-flowmeters/accutrontm-accutrontm-digital-ultratm-package-d-9-inch-wall-arm?v=239303,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-56500-digital-ultra-package-f-telescoping-wall-arm-500x500-2105.jpg?itok=G8j02nqm
Accutron,56400,Accutron,56400,Accutron™ Accutron™ Digital Ultra™ Package E—16-inch Bi-fold Arm,"Description
            The Digital Ultra™ is the right choice for clinicians who prefer to work in a digital environment but want critical parameters displayed both numerically and as electronic flow tubes. The ease of color-coded, fingertip controls is an additional feature of the flowmeter. Its sealed flush surface makes it easy to disinfect or barrier-protect. The unit's design complements aseptic, contemporary operatory environments.

Automatic compensation to easily adjust total flow or gas ratiowhile the other stays constant.
Both digital and electronic flowtube displays for ease of use.
Maximum nitrous oxide ratio at 70% for patient safety.
Audible and visual alarms to notify of low oxygen.
Oxygen fail-safe and flush for additional safety.
Emergency oxygen resuscitation connector.
Sealed flush surface makes it easy to disinfect or barrier protect.

(Note: Quick connect hoses sold separately)
All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Dimensions (W x H x D): 7 1/2"" x 7"" x 8 3/4""Weight: 6.3 lbsMixed Gas Outlet Diameter: 7/8"" Nominal (22 mm)Oxygen Inlet: Male DISS (CGA-1240)Nitrous Oxide Inlet: Male DISS (CGA-1040)Nitrous Oxide Mixed Ratio Range: 0-70%Oxygen Flow Range: 1.0-9.9 LPMNitrous Oxide Flow Range: 0-6.9 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial)Resuscitator Connector Flow: 100 LPM OxygenPower Requirements: 100-240 Volt AC; 50-60 HzIncludes: Digital Ultra™ Flowmeter, 16-inch Bi-fold Wall Arm, Scavenging Circuit II.",,,digital-ultratm-flowmeters,,https://www.hufriedygroup.com/digital-ultratm-flowmeters/accutrontm-accutrontm-digital-ultratm-package-d-9-inch-wall-arm?v=239302,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-56400-digital-ultra-flowmeter-package-e-2106.jpg?itok=-Q3LXfOx
Accutron,36800-CHAIR,Accutron,36800-CHAIR,Accutron™ Ultra PC™ % Cabinet Mount Package H CHAIR—Remote Flow System for RFS Chairmount Kits,"Description
            The Ultra PC™ % Cabinet Mount Flowmeter offers a solution to the increasingly complex issue of operatory space planning. The low-profile unit complements modern operatory design and can be built into a variety of office cabinetry configurations.

Single-knob total flow control.
Nitrous oxide ratio control with 70% maximum.
Oxygen fail-safe and oxygen flush.
Oxygen resuscitation connector.
Emergency air valve.
Directional check valve.
Continuous oxygen and nitrous oxide flow tubes.

(Note: Requires separate purchase of appropriate RFS Chairmount Kit (see product line RFS Chairmount Kits))
All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Dimensions (W x H x D): 9 3/4"" x 4 3/4"" x 3 1/2""Mounted Dimensions (W x H x D): 9 3/4"" x 4 3/4"" x 1 1/4"" (to end of knobs); 9 3/4"" x 4 3/4"" x 1/4"" (front plate only)Weight: 6 lb (2.7 kg)Mixed Gas Outlet Diameter: 7/8"" nominal (22 mm)Oxygen Inlet: Male DISS (CGA 1240)Nitrous Oxide Inlet: Male DISS (CGA 1040)Nitrous Oxide Mix Ratio Range: 0-70%Oxygen Flow Range: 1-10 LPMNitrous Oxide Flow Range: 0-7 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial)Resuscitator Connector Flow: 100 LPM OxygenIncludes: Ultra PC™ % Cabinet Mount Flowmeter, Mounting Hardware, Remote Flow System A, O2 and N2O Check Valve Risers, 25' of Vacuum Hose, 25' of Mixed Gas Hose, One 6' N2O Hose, One 6' O2 Hose, and Scavenging Circuit II (for RFS-A).",,,ultra-pctm-flowmeters,,https://www.hufriedygroup.com/ultra-pctm-flowmeters/accutrontm-ultra-pctm-cabinet-mount-package-g?v=239353,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-36800-CHAIR-ultra-pc-percent-cabinet-mount-flowmeter-pkg-h-chair-2106.jpg?itok=kgc71chD
Accutron,49550,Accutron,49550,Accutron™ Digi-Flo™ Zone Valve,"Description
            For installing Digi-Flo™ Manifolds in a remote location.For installing Digi-Flo™ Manifolds in a remote location.",,,digi-flotm-automatic-switching-manifolds,,https://www.hufriedygroup.com/digi-flotm-automatic-switching-manifolds/accutrontm-digi-flotm-zone-valve,"https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-49550-digi-flo-zone-valve-500x500-2105.jpg?itok=3fQRNIUt
Accutron,33037-9-CAP,Accutron,33037-9-CAP,"Accutron™ ClearView™ Nasal Masks with Capnography Adapters,Pediatric","Description
            Allows CO2 capnograph monitor sample line connection for the purpose of monitoring patient end-tidal CO2 (EtCO2). Attaches between ClearView™ nasal mask and scavenging circuit; flexibility in connecting to either right or left side of the patient mask. Capnography sampling takes place within the nasal mask and directly measures patient’s exhalations at the source.
FEATURES AND BENEFITS:

Female Luer-Lok® port provides a secure connection to capnograph monitor sample line
Connects to either right or left side of mask for additional flexibility
Single-use and individually wrapped to minimize cross-contamination and save staff time

Not made with natural rubber latexPediatric Unscented",,,capnography-adapters,,https://www.hufriedygroup.com/capnography-adapters/accutrontm-clearviewtm-nasal-masks-capnography-adapters-pediatric?v=239988,"https://www.hufriedygroup.com/sites/default/files/2021-07/28744%20Clearview%20Nasal%20Masks%20Rev%20F.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/dlit00463_rev_b1019_clearview_masks_brochure_single_pages.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-NasalMask-InfoSheet-2206-web-1.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-33037-9-CAP-clearview-nasal-masks-with-capnography-adapters-pediatric-2104.jpg?itok=BaRd8Y9l
Accutron,31007-1,Accutron,31007-1,Accutron™ RFS™ Chairmount Kit for Royal Alliant Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Roral Alliant chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-royal-alliant-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31007-1-rfs-chairmount-kit-for-royal-alliant-chair-2104.jpg?itok=UlGPAzTD
Accutron,53035-9,Accutron,53035-9,"Accutron™ Axess™ Low Profile Nasal Mask, Medium","Description
            The low-profile design of the Axess™ Nasal Mask provides unencumbered mouth access while its small, lightweight scavenging system is easy to work around. Available in three sizes and scents, Axess™ Nasal Masks fit snugly without tape or uncomfortable tubes protruding into the patient’s nostril to maximize patient comfort, while the lightweight, sterilizable circuit minimizes drag and pull.

Translucent design allows visual monitoring of patient’s breathing.
Individually wrapped for greater infection protection.
Significantly lower cost than competing single-use disposable nasal masks.
Single-use minimizes cross-contamination; saves staff time.

Not made with natural rubber latexMedium Unscented",,,axesstm-low-profile-nasal-masks,,https://www.hufriedygroup.com/axesstm-low-profile-nasal-masks/accutrontm-axesstm-low-profile-nasal-mask-medium?v=239419,"https://www.hufriedygroup.com/sites/default/files/2021-07/28745%20Axess%20Nasal%20Masks%20IFU%20Rev%20E.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/dlit00019_rev_c_0120_axess_sell_sheet.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-NasalMask-InfoSheet-2206-web-1.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-53035-9-axess-low-profile-nasal-mask-medium-500x500-2104.jpg?itok=g3r5d9il
