Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Attachment,Image URL
Implant Direct,KRM2030,Implant Direct,KRM2030,Kontour Sustain Porcine Resorbable Membrane Size: 20x30mm - 1 Membrane/Box,"Resorbable Membrane/Xenograft /Kontour™ Sustain Kontour™ Sustain Regenerative Collagen Dental Membrane is a white, nonfriable, conformable membrane matrix engineered from highly purified type I collagen derived from porcine tendon.Kontour™ Sustain is a natural and easy to use resorbable membrane made from highly purified Type 1 collagen harvested from porcine achilles tendon. This membrane is:
Biocompatible
Conformable but firm; allows for ease of insertion and maintenance of space above graft
Strong; has excellent suture pull out resistance
Stable; resorbs in around 6-9 months

Biocompatible
Conformable but firm; allows for ease of insertion and maintenance of space above graft
Strong; has excellent suture pull out resistance
Stable; resorbs in around 6-9 months
",Box, 1 Membrane,Implants,,https://store.implantdirect.com/us/en/kontour-sustain-porcine-resorbable-membrane-size-20x30mm-1-membrane-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/k/r/krm1520_3.png
Implant Direct,754711,Implant Direct,754711,ReActive 4.7mmDx11.5mmL SBM: 4.3mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package.",Pack, 1,Implants,,https://store.implantdirect.com/us/en/reactive-4-7mmdx11-5mml-sbm-4-3mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/754711_1_2.png
Implant Direct,6530N,Implant Direct,6530N,InterActive / Swish Active Fixture Mount Narrow Analog (3.0mmD Widthx3.0mmD Platform) - 1/Box,Straight abutment analog for use with InterActive fixture mount.Straight abutment analog for use with InterActive fixture mount.,Box, 1,Implants,,https://store.implantdirect.com/us/en/interactive-swish-active-fixture-mount-narrow-analog-3-0mmd-widthx3-0mmd-platform-1-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/6530n_2.png
Implant Direct,754713,Implant Direct,754713,ReActive 4.7mmDx13mmL SBM: 4.3mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package.",Pack, 1,Implants,,https://store.implantdirect.com/us/en/reactive-4-7mmdx13mml-sbm-4-3mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/754713_1_2.png
Implant Direct,943308,Implant Direct,943308,SwishActive 3.3mmDx8mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"SwishActive™ dental implants are two-piece, bone-level conical connection implants for single-stage or two-stage surgical procedures. All-in-1 Packaging includes implant, cover screw, healing collar extender, and carrier that functions as a transfer.SwishActive™ dental implants are two-piece, bone-level conical connection implants for single-stage or two-stage surgical procedures. SwishActive offers two restorative platforms across three implant diameters ranging from 3.3-4.8mm. SwishActive Packaging:  All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes: Implant Features:  1: except 6mm length implants
Cover screw
2mm concave profile healing collar1
Color-coded carrier/transfer

12° conical connection
Straight implant body design 
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
Healing collar extender with concave transgingival profile optimized for esthetic areas 
SBM surface
Made in the USA from medical-grade titanium alloy

Cover screw
2mm concave profile healing collar1
Color-coded carrier/transfer

12° conical connection
Straight implant body design 
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
Healing collar extender with concave transgingival profile optimized for esthetic areas 
SBM surface
Made in the USA from medical-grade titanium alloy
",Pack, 1,Implants,,https://store.implantdirect.com/us/en/swishactive-3-3mmdx8mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/9/4/943308_1_2.png
Implant Direct,DAP,Implant Direct,DAP,Driver's Off Axis Access Plug,DAPSMARTbase Driver Access Plug Tool. For use on SMARTbase abutments supporting traditional workflow & cementation of restoration.,,,Implants,,https://store.implantdirect.com/us/en/driver-s-off-axis-access-plug,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/d/a/dap_3.png
Implant Direct,SPD3.2S,Implant Direct,SPD3.2S,3.2mmD Straight Drill with 6-10mm Markings,SPD3.2S,,,Implants,,https://store.implantdirect.com/us/en/3-2mmd-straight-drill-with-6-10mm-markings,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/s/p/spd32s_2.png
Implant Direct,SPD3.2,Implant Direct,SPD3.2,3.2mmD Straight Drill with 6-16mm Markings,SPD3.2,,,Implants,,https://store.implantdirect.com/us/en/3-2mmd-straight-drill-with-6-16mm-markings,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/s/p/spd32_2.png
Implant Direct,8035-05,Implant Direct,8035-05,Legacy Closed-Tray Transfer (4.7mmD Widthx3.5mmD Platform) - 1/Box,Closed-tray implant transfer for Legacy implants. Includes fixation screw with 1.25mmD hex.Closed-tray implant transfer for Legacy implants. Includes fixation screw with 1.25mmD hex.,,,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-legacy-closed-tray-transfer-4-7mmd-widthx3-5mmd-platform-1-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/0/8035-05_2.png
Implant Direct,753708,Implant Direct,753708,ReActive 3.7mmDx8mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package.",Pack, 1,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-reactive-3-7mmdx8mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/753708_1_2.png
Implant Direct,606013,Implant Direct,606013,RePlant 6.0mmDx13mmL SBM: 6.0mmD Platform Implant Dental System - 1/Pack,"RePlant dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package.",Pack, 1,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-replant-6-0mmdx13mml-sbm-6-0mmd-platform-implant-dental-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/0/606013_1_2.png
Implant Direct,753710,Implant Direct,753710,ReActive 3.7mmDx10mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package.",Pack, 1,Implants,,https://store.implantdirect.com/us/en/reactive-3-7mmdx10mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/753710_1_2.png
Implant Direct,923310,Implant Direct,923310,SwishPlus Implant 3.3mmDx10mmL SBM: 3.7mmD Platform Implant Dental System - 1/Pack,"SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. All-in-1 Packaging includes implant, cover screw, healing collar extender, and carrier that functions as a transfer. SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. SwishPlus offers a range of four implant diameters from 3.3-5.7mm with two platform options for the 4.8mm size.  SwishPlus Packaging:  All-in-1 Packaging includes: Implant Features:  1: except narrow 3.3mm implant
Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy
",Pack, 1,Implants,,https://store.implantdirect.com/us/en/swishplus-implant-3-3mmdx10mml-sbm-3-7mmd-platform-implant-dental-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/9/2/923310_1_2.png
Implant Direct,923308,Implant Direct,923308,SwishPlus Implant 3.3mmDx8mmL SBM: 3.7mmD Platform Implant Dental System - 1/Pack,"SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. All-in-1 Packaging includes implant, cover screw, healing collar extender, and carrier that functions as a transfer. SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. SwishPlus offers a range of four implant diameters from 3.3-5.7mm with two platform options for the 4.8mm size.  SwishPlus Packaging:  All-in-1 Packaging includes: Implant Features:  1: except narrow 3.3mm implant
Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy
",Pack, 1,Implants,,https://store.implantdirect.com/us/en/swishplus-implant-3-3mmdx8mml-sbm-3-7mmd-platform-implant-dental-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/9/2/923308_1_2.png
Implant Direct,924106,Implant Direct,924106,SwishPlus Implant 4.1mmDx6mmL SBM: 4.8mmD Platform Implant Dental System - 1/Pack,"SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. All-in-1 Packaging includes implant, cover screw, healing collar extender, and carrier that functions as a transfer. SwishPlus™ dental implants are two-piece, tissue-level octagon connection1 implants for single-stage surgical procedures. SwishPlus offers a range of four implant diameters from 3.3-5.7mm with two platform options for the 4.8mm size.  SwishPlus Packaging:  All-in-1 Packaging includes: Implant Features:  1: except narrow 3.3mm implant
Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

Cover screw
2mm healing collar
Color-coded carrier/transfer

Internal octagon connection (except for 3.3mm implant which has an internal hex)
1mm machined transgingival collar on a 2mm flared neck
Straight implant body design (except 3.3mm which has a tapered design)
Single-lead buttress threads
Progressively-deeper buttress threads designed for increased bone-implant contact and improved primary stability
Carrier features indentations to match the flats on the internal connection, making indexing easier
Carrier functions as a closed-tray transfer
Color-coded carrier matches implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy
",Pack, 1,Implants,,https://store.implantdirect.com/us/en/swishplus-implant-4-1mmdx6mml-sbm-4-8mmd-platform-implant-dental-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/9/2/924106_1_2.png
Implant Direct,823716U,Implant Direct,823716U,simplyLegacy2™ 3.7mmDx16mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy2 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system.Implant Direct simplyLegacy2™ Implant SystemWith cover screw and 3mm healing collar included, our mount-free implants allow you to streamline your surgical procedures while still having the necessary, compatible components readily accessible.Features & Benefits• Internal connection with 1.5mm long hex & internal lead-in bevel• Body is straight for top 1/3rd with bottom 2/3rds tapered for bone expansion• Surface options: SBM (Soluble Blast Media) textured• Double-lead buttress threads for improved insertion & quadruple lead threads near top for increased thread engagement & reduced stress• 2mm extender retained by cover screw for use as a healing collar for one stage surgery• Color-coded carrier usable as a closed-tray transfer & temporary abutment• Three aggressive self-tapping grooves extending 2/3rds length up the implant• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture-mount insertion with either 2.5mm hex driver or ratchet• Connection: Color-coded internal hex with lead-in bevel• Surgical Instruments: Spectra-System surgical kit• Implant Lengths: 6 / 8 / 10 / 11.5 / 13 / 16mm. Top 1/3 is straight with tapered section having three cutting grooves• Implant Threads: Micro-threads with double-lead progressively deeper buttress threads",Pack, 1,Implants,,https://store.implantdirect.com/us/en/simplylegacy2tm-3-7mmdx16mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/2/823716u_1_2.png
