Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Attachment,Image URL
Implant Direct,TWEpackage,Implant Direct,TWEpackage,Torque Wrench (90Ncm) with Square & Hex (Latch) Adapters,,,,Implants,,https://store.implantdirect.com/us/en/twepackage,,"https://store.implantdirect.com/us/en/media/catalog/product/cache/d98272ef64f223e50e24019c4f3c6bf3/t/w/twe_1_2.png,https://store.implantdirect.com/us/en/media/catalog/product/cache/d98272ef64f223e50e24019c4f3c6bf3/c/8/c8521_1_2.png"
Implant Direct,ZST09579,Implant Direct,ZST09579,Chairside Trim Bur," <!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
-->
During denture conversion, use the CHAIRSIDE Undercut Bur to create an undercut in the recess which will enhance the mechanical retention of the Denture Attachment Housings.In addition to this individual replacement bur, the Chairside Undercut Bur is included in Chairside Denture Prep and Polish Kit. More Information Product TypeLocator Tool SystemMultiple Systems",,,Implants,,https://store.implantdirect.com/us/en/chairside-trim-bur,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/0/9/09579_1.png
Implant Direct,LDTS,Implant Direct,LDTS,LOCATOR Abutment Driver for Square Drive Torque Wrench (15mm),"Locator Square Driver - Short <!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
-->
<!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
-->
LOCATOR Driver required for insertion of LOCATOR abutments. Available with length options for either handpiece or wrench connection.  More Information SystemLocator Component",,,Implants,,https://store.implantdirect.com/us/en/locator-abutment-driver-for-square-drive-torque-wrench-15mm,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/l/d/ldts_2.png
Implant Direct,754711,Implant Direct,754711,ReActive 4.7mmDx11.5mmL SBM: 4.3mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package. Two-Piece ImplantMore Information Length11.5mmL ConnectionTrilobe Platform DiameterGold / 4.3mmD Implant Platform / DiameterGold / 4.7mmD SystemReActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/reactive-4-7mmdx11-5mml-sbm-4-3mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/754711_1_2.png
Implant Direct,754216,Implant Direct,754216,ReActive 4.2mmDx16mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package. Two-Piece ImplantMore Information Length16mmL ConnectionTrilobe Platform DiameterPurple / 3.5mmD Implant Platform / DiameterPurple / 4.2mmD SystemReActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/reactive-4-2mmdx16mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/754216_1_2.png
Implant Direct,754713,Implant Direct,754713,ReActive 4.7mmDx13mmL SBM: 4.3mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package. Two-Piece ImplantMore Information Length13mmL ConnectionTrilobe Platform DiameterGold / 4.3mmD Implant Platform / DiameterGold / 4.7mmD SystemReActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/reactive-4-7mmdx13mml-sbm-4-3mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/754713_1_2.png
Implant Direct,655011U,Implant Direct,655011U,simplyInterActive 5.0mmDx11.5mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. simplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 

simplyInterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.  Package includes:

Cover screw
3mm healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length11.5mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 5.0mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-5-0mmdx11-5mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/655011u_1_2.png
Implant Direct,655013U,Implant Direct,655013U,simplyInterActive 5.0mmDx13mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. simplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 

simplyInterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.  Package includes:

Cover screw
3mm healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length13mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 5.0mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-5-0mmdx13mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/655013u_2.png
Implant Direct,6530-02,Implant Direct,6530-02,InterActive / Swish Active Fixture Mount (3.0mmD Platformx2mmL Collar Height) - 1/Box,InterActive fixture mount. Includes 1.25mmD hex fixation screw. InterActive fixture mount. Includes 1.25mmD hex fixation screw.More Information Product TypeFixture Mount Abutment Height5.6mmL SystemInterActive Total Length7.2mmL WidthRegular,Box,1,Implants,,https://store.implantdirect.com/us/en/interactive-swish-active-fixture-mount-3-0mmd-platformx2mml-collar-height-1-box,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/6530-02_2.png
Implant Direct,654310U,Implant Direct,654310U,simplyInterActive 4.3mmDx10mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. simplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 

simplyInterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.  Package includes:

Cover screw
Narrow healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length10mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 4.3mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-4-3mmdx10mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/654310u_2.png
Implant Direct,6530-02N,Implant Direct,6530-02N,InterActive / Swish Active Fixture Mount (3.0mmD Platformx2mmL Collar Height) - 1/Box,InterActive fixture mount narrow profile. Includes 1.25mmD hex fixation screw. InterActive fixture mount narrow profile. Includes 1.25mmD hex fixation screw.More Information Product TypeFixture Mount Abutment Height5.6mmL SystemInterActive Total Length7.2mmL WidthNarrow,Box,1,Implants,,https://store.implantdirect.com/us/en/interactive-swish-active-fixture-mount-3-0mmd-platformx2mml-collar-height-1-box-1,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/6530-02n_2.png
Implant Direct,653208U,Implant Direct,653208U,simplyInterActive 3.2mmDx8mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. #html-body [data-pb-style=EI6H2O2]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}SimplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm.
 
 
simplyInterActive Packaging:
 
All-in-1 Packaging supports both one- and two-stage surgery. Package includes:

Cover screw
3mm healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation 

Implant Features:

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length8mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.2mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-3-2mmdx8mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653208u_2.png
Implant Direct,606013,Implant Direct,606013,RePlant 6.0mmDx13mmL SBM: 6.0mmD Platform Implant Dental System - 1/Pack,"RePlant dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. Two-Piece ImplantMore Information Length13mmL ConnectionTrilobe Platform DiameterGreen / 6.0mmD Implant Platform / DiameterGreen / 6.0mmD SystemRePlant Thread TypeV thread SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-replant-6-0mmdx13mml-sbm-6-0mmd-platform-implant-dental-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/0/606013_1_2.png
Implant Direct,653216U,Implant Direct,653216U,simplyInterActive 3.2mmDx16mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. simplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 

simplyInterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.  Package includes:

Cover screw
Narrow healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length16mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.2mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-3-2mmdx16mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653216u_2.png
Implant Direct,653706U,Implant Direct,653706U,simplyInterActive 3.7mmDx6mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. simplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 

simplyInterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.  Package includes:

Cover screw
3mm healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length6.0mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.7mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-3-7mmdx6mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653706u_2.png
Implant Direct,753710,Implant Direct,753710,ReActive 3.7mmDx10mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package. Two-Piece ImplantMore Information Length10mmL ConnectionTrilobe Platform DiameterPurple / 3.5mmD Implant Platform / DiameterPurple / 3.7mmD SystemReActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/reactive-3-7mmdx10mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/753710_1_2.png
