Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Category,Subcategory,Product Page URL,Attachment URL,Image URL
Centrixdental, 310283,Centrixdental, 310283,NoCord-10-Pack ($299.99) REF 310283,"NoCord MegaBody Tray Material is part of the NoCord™ VPS Introductory Kit and One-Step, Self-Retracting Impressioning System. NoCord MegaBody Tray Material is designed to be used with Centrix’s NoCord™ Wash Material to help drive the NoCord Wash into the sulcus to displace gingiva and completely capture prep margins. NoCord Wash Material is the first wash material in the market that incorporates a hemostatic agent to control bleeding and fluid flows. It contains 15% alum (ammonium aluminum sulfate) that effectively closes cut capillaries controlling bleeding.Both NoCord Wash and NoCord MegaBody Tray Materials are formulated to work together as a system and should always be used together for optimal margins and final impression result.Kit (available in 2 or 10-pack) includes:NoCord MegaBody Tray Material (50mL)SuperMixer Mixing Tip, Teal Hub (6 for 2 pack or 12 for 10 pack)380mL Kit 1-pack includes:NoCord VPS MegaBody Tray Material (380mL)Bayonet Ring (1)SuperMixer Mixing Tips, 380 Yellow (10 pack)380mL Kit 2-pack includes:NoCord VPS MegaBody Tray Material (380mL)Bayonet Ring (1)Clinical Case Video",-Pack,10,impressioning,,https://www.centrixdental.com/nocord-megabody-tray-material.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/NoCord.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/9/1/910638-supermixers-yellow-bayonet-ring.jpg,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/9/1/910638-supermixers-yellow-bayonet-ring.jpg"
Centrixdental,310106,Centrixdental,310106,D/Sense,"D/Sense Crystal is a one-step, dual-action desensitizer gel and cavity liner that is fast-acting and long-lasting. Calcium oxalate and potassium nitrate crystals penetrate deeply to occlude the tubules and seal the dentin surface with a continuous, acid-resistant complex (typically less than 3 microns thick). Great for hypersensitive patients.Syringe delivery with SofNeedle™ foam-tip provides accurate placement and burnishing with no dripping onto soft tissueProvides fast desensitizing with deep, long-lasting crystal formationOccludes dentinal tubules with calcium oxalate and potassium nitrateIndications for Use:Noncarious cervical lesions (NCCLs)Under crowns and bridges, when a standard cement is usedOn any exposed dentin surface, such as the margins around temporary crownsBefore and after tooth bleachingUnder restorationsGingival recessionBefore and after prophyPackage qty 6 1.0mL multi-use syringe with 24 sofNeedle 22ga tips",,1,oral-care-and-prevention,,https://www.centrixdental.com/d-sense-crystal.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/DSenseCrystal.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/d/s/dsense-crystal.jpg
Centrixdental,290049,Centrixdental,290049,AccuDose,"Syringe all types of composites, cements, glass ionomers, impression materials and other flowable products. Choose according to need or specific application.Easily bendable, stainless-steel needle tipLonger stainless-steel needle tipAqua blue tube with gray plugPerfect for low-viscosity materials such as cements and root canal sealersGreat for use with endodontic materialsSave time by having the entire mixture of material right at your fingertips and eliminate the constant pad-to-mouth motionReduce voids and porosities in any restorationAvailable in a variety of styles for specific applicationsTubes and plugs are easy to loadDisposable to eliminate cleanup and cross-contaminationCompatible with all C-R Syringes and gunsContains 100 pieces",,1,delivery-systems,,https://www.centrixdental.com/accudose-needletubes-24ga.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/AccuDose.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/a/c/accudose24ganeedletube_1.png
Centrixdental, 280023,Centrixdental, 280023,AccuDose-AccuDose High Viscosity - 500 ($428.99) REF 280023,"Syringe all types of composites, cements, glass ionomers, impression materials and other flowable products. Choose according to need or specific application.Large opening allows viscous materials to flow easilyTransparent PhotoBloc orange tube with black plugPerfect for highly-filled composites and core buildup materialSave time by having the entire mixture of material right at your fingertips and eliminate the constant pad-to-mouth motionReduce voids and porosities in any restorationAvailable in a variety of styles for specific applicationsTubes and plugs are easy to loadDisposable to eliminate cleanup and cross-contaminationCompatible with all C-R Syringes and guns",,,delivery-systems,,https://www.centrixdental.com/accudose-span-class-marks-reg-span-high-viscosity-tubes.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/AccuDose.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/a/c/accudosehighviscosity_1_2.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/a/c/accudosehighviscosity_1_2.png"
Centrixdental, 290033,Centrixdental, 290033,AccuDose-AccuDose NeedleTubes - 500 20ga (Photobloc Orange) ($699.99) REF 290033,"Syringe all types of composites, cements, glass ionomers, impression materials and other flowable products. Choose according to need or specific application.Easily bendable, stainless-steel needle tipTransparent PhotoBloc™ orange tube with green plugPerfect for injecting materials into postholes, deep proximal boxes and tunnel prepsSave time by having the entire mixture of material right at your fingertips and eliminate the constant pad-to-mouth motionReduce voids and porosities in any restorationAvailable in a variety of styles for specific applicationsTubes and plugs are easy to loadDisposable to eliminate cleanup and cross-contaminationCompatible with all C-R Syringes and guns",,,delivery-systems,,https://www.centrixdental.com/accudose-span-class-marks-reg-span-20ga-needletubes-span-class-marks-trade-span.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/AccuDose.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/a/c/accudose20ganeedletube_1_2.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/a/c/accudose20ganeedletube_1_2.png"
Centrixdental,290032,Centrixdental,290032,AccuDose,"Syringe all types of composites, cements, glass ionomers, impression materials and other flowable products. Choose according to need or specific application.Easily bendable, stainless-steel needle tipGreen tube with white plugPerfect for injecting medium-viscosity and higher-viscosity flowable composites, glass ionomers and cements into post holes, deep proximal boxes, and tunnel prepsSave time by having the entire mixture of material right at your fingertips and eliminate the constant pad-to-mouth motionReduce voids and porosities in any restorationAvailable in a variety of styles for specific applicationsTubes and plugs are easy to loadDisposable to eliminate cleanup and cross-contaminationCompatible with all C-R Syringes and gunsContains 100 pieces",,1,delivery-systems,,https://www.centrixdental.com/accudose-span-class-marks-reg-span-19ga-needletubes-span-class-marks-trade-span.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/AccuDose.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/a/c/accudose19ganeedletube_1.png
Centrixdental, 330610,Centrixdental, 330610,VersaLite-Shade A3 ($79.99) REF 330610,"VersaLite light-activated hybrid composite is ideal for use in all direct restorations. Featuring high compressive strength and enamel-like polishability, VersaLite is non-sticky and highly sculptable. Packaged exclusively in prefilled, single-use, disposable Centrix tips, VersaLite offers outstanding restorative results at an economical price. Made in the USA.High viscosity, non-sticky formula for optimum handlingHybrid formula provides strength and polishabilitySingle-dose, prefilled tips for maximum ease of use and asepsisDispenses easily, adapts to cavity wallFast, deep (2mm), light activation in only 30 secondsAvailable in 4 VITA* shades – A1, A2, A3, C3Radiopaque*Not a trademark of Centrix, Inc. Jar includes single-dose, prefilled tips (jar of 20 x 0.25g) by shade:",,,restorative,,https://www.centrixdental.com/versalite.html,,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/v/e/versalite_1_2.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/v/e/versalite_1_2.png"
Centrixdental, 330600,Centrixdental, 330600,VersaLite-Shade A1 ($79.99) REF 330600,"VersaLite light-activated hybrid composite is ideal for use in all direct restorations. Featuring high compressive strength and enamel-like polishability, VersaLite is non-sticky and highly sculptable. Packaged exclusively in prefilled, single-use, disposable Centrix tips, VersaLite offers outstanding restorative results at an economical price. Made in the USA.High viscosity, non-sticky formula for optimum handlingHybrid formula provides strength and polishabilitySingle-dose, prefilled tips for maximum ease of use and asepsisDispenses easily, adapts to cavity wallFast, deep (2mm), light activation in only 30 secondsAvailable in 4 VITA* shades – A1, A2, A3, C3Radiopaque*Not a trademark of Centrix, Inc. Jar includes single-dose, prefilled tips (jar of 20 x 0.25g) by shade:",,,restorative,,https://www.centrixdental.com/versalite.html,,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/v/e/versalite_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/v/e/versalite_1.png"
Centrixdental, 330609,Centrixdental, 330609,VersaLite-Shade C3 ($79.99) REF 330609,"VersaLite light-activated hybrid composite is ideal for use in all direct restorations. Featuring high compressive strength and enamel-like polishability, VersaLite is non-sticky and highly sculptable. Packaged exclusively in prefilled, single-use, disposable Centrix tips, VersaLite offers outstanding restorative results at an economical price. Made in the USA.High viscosity, non-sticky formula for optimum handlingHybrid formula provides strength and polishabilitySingle-dose, prefilled tips for maximum ease of use and asepsisDispenses easily, adapts to cavity wallFast, deep (2mm), light activation in only 30 secondsAvailable in 4 VITA* shades – A1, A2, A3, C3Radiopaque*Not a trademark of Centrix, Inc. Jar includes single-dose, prefilled tips (jar of 20 x 0.25g) by shade:",,,restorative,,https://www.centrixdental.com/versalite.html,,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/v/e/versalite_1_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/v/e/versalite_1_1.png"
Centrixdental,920201,Centrixdental,920201,AccuDose,3 popular tubes in one kitTransparent PhotoBloc orange protects all light cured materialsSave time by having the entire mixture of material right at your fingertips and eliminate the constant pad-to-mouth motionReduce voids and porosities in any restorationAvailable in a variety of styles for specific applicationsTubes and plugs are easy to loadDisposable to eliminate cleanup and cross-contaminationCompatible with all C-R Syringes and guns,,1,delivery-systems,,https://www.centrixdental.com/accudose-tripack.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/AccuDose.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/a/c/accudose-tripack_1.png
Centrixdental, 130700,Centrixdental, 130700,"E/Z-E/Z Syringe only, White (steel barrel end) ($150.99) REF 130700","Precision Placement System for All Materials C-R Syringes, tubes and plugs were invented by Centrix over 50 years ago, and Centrix continues to be the world leader in providing delivery systems for all dental materials.C-R Syringes allow for fast, easy and precise placement of composites, cements, glass ionomers, impression materials and other flowable products.Can be used with all pre-filled and empty tips currently on the marketEasy to load, simple deliveryAvailable in 6 models including traditional styles or leverage style guns that require less hand pressureAutoclaved for infection controlErgonomic, easy to hold and maneuverTrusted by dentists for over 40 yearsStainless-steel front barrel“Drop n’ Lock” loading feature for easy tip insertion  and removalAvailable in White or Blue4:1 leverage for easy, smooth extrusionAutoclavable",,,delivery-systems,,https://www.centrixdental.com/e-z-gun.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/CR-Syringes.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/e/z/ez-gun_1_2_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/e/z/ez-gun_1_2_1.png"
Centrixdental, 330540-,Centrixdental, 330540-,Luer Lock Needle Tips-20ga Needle Tip – 30 tips ($29.99) REF 330540-,"Luer-lock design ensures that tips easily attach to syringes and stay secure.Ideal for dispensing and applying liquids and light gels. Blue (20ga) or Gray (22ga) tube with stainless-steel tip, or White (16ga) with stainless steel tip.16ga Needle Tip – Use for Access® Edge Retraction Paste & NoMIX® Temporary Cement20ga Needle Tip – Use for VersaFlo® Flowable Composite Resin22ga Needle Tip – Use for Onyx™ Etching Gel",,,delivery-systems,,https://www.centrixdental.com/luer-lock-needles.html,,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/n/o/nomix-syrinhe-tip_2.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/n/o/nomix-syrinhe-tip_2.png"
Centrixdental, 640001,Centrixdental, 640001,Luer Lock Needle Tips-22ga Needle Tip – 100 tips ($52.99) REF 640001,"Luer-lock design ensures that tips easily attach to syringes and stay secure.Ideal for dispensing and applying liquids and light gels. Blue (20ga) or Gray (22ga) tube with stainless-steel tip, or White (16ga) with stainless steel tip.16ga Needle Tip – Use for Access® Edge Retraction Paste & NoMIX® Temporary Cement20ga Needle Tip – Use for VersaFlo® Flowable Composite Resin22ga Needle Tip – Use for Onyx™ Etching Gel",,,delivery-systems,,https://www.centrixdental.com/luer-lock-needles.html,,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/v/e/versafloneedletips_2.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/v/e/versafloneedletips_2.png"
Centrixdental,250011,Centrixdental,250011,Clear PCR™ Tube & Plug,"Syringe all types of composites, cements, glass ionomers, impression materials and other flowable products. Choose according to need or specific application.PCR Clear has a higher volume capacity and a larger  opening than Separate Clear tube (about 30% more)Ideal for medium-viscosity, flowable materials such as composites, glass ionomers and cementsCan be used with all syringes currently on the marketSave time by having the entire mixture of material right at your fingertips and eliminate the constant pad-to-mouth motionReduce voids and porosities in any restorationAvailable in a variety of styles for specific applicationsTubes and plugs are easy to loadDisposable to eliminate cleanup and cross-contaminationCompatible with all C-R Syringes and guns Contains 100 pieces",,1,delivery-systems,,https://www.centrixdental.com/clear-pcr.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/AccuDose.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/c/l/clearpcr_1.png
Centrixdental,110000,Centrixdental,110000,Mark I,Original C-R Syringe with stainless-steel barrelPerfect direct push for maximum feedback when syringing low- to medium-viscosity materialsAutoclavableSide-load breech barrel,,1,delivery-systems,,https://www.centrixdental.com/mark-i-syringe.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/CR-Syringes.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/m/a/mark1_1.png
Centrixdental,140000,Centrixdental,140000,Mark II,Easy loading Snap-Fit designPerfect direct push for maximum feedback when syringing low- to medium-viscosity materialsWorks with all Centrix Tubes and PlugsAutoclavable,,1,delivery-systems,,https://www.centrixdental.com/mark-ii-snap-fit-syringe.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/CR-Syringes.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/m/a/mark2_1.png
Centrixdental, 380028,Centrixdental, 380028,Benda-400 (200 x 2) Light Green ($49.99) REF 380028,"Precision Disposable Micro Fiber ApplicatorsPerfect when you need only a drop.Benda Micro Applicators enable precision placement in confined spaces. The unique Benda Micro head bends to the angle you need for single-drop application of bonding agents, hemostatic solutions, cavity liners and other low-viscosity liquids. We offer single-ended or double-ended “twin” styles for precise application into the smallest cavity preps, post holes and root canals. Both styles feature non-linting fibers that are perfect for scrubbing without contaminating materials. Wider handle is easier to pick-up and manipulate. Benda Micros bend to any angle with no bounce back. Also available in other sizes.Double-ended micro applicator, snap-apart handleExtra-fine point (1.0mm), white tipIdeal for 2-step proceduresMeasures 16.8 cm (168 mm) tip to tipMade in the USA",,,delivery-systems,,https://www.centrixdental.com/benda-micro-twin-extra-fine.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaMicro.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwinextrafine_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwinextrafine_1.png"
Centrixdental, 380021,Centrixdental, 380021,Benda-200 (100 x 2) Blue ($28.49) REF 380021,"Precision Disposable Micro Fiber ApplicatorsPerfect when you need only a drop.Benda Micro Applicators achieve precision placement in confined spaces. The unique Benda Micro head bends to the angle you need for single-drop application of bonding agents, hemostatic solutions, cavity liners and other low-viscosity liquids. We offer single-ended or double-ended “twin” styles for precise application into cavity preps, post holes and root canals. Both styles feature non-linting fibers that are perfect for scrubbing, and a wider handle for easier pick-up and manipulation. Benda Micros bend to any angle with no bounce back. Also available in other sizes.Double-ended micro applicator, snap-apart handleRegular point (2.0mm), white tipIdeal for 2-step proceduresMeasures 16.8 cm (168 mm) tip to tipMade in the USA",,,delivery-systems,,https://www.centrixdental.com/benda-micro-twin.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaMicro.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwin_1_4.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwin_1_4.png"
Centrixdental, 380023,Centrixdental, 380023,Benda-400 (200 x 2) Blue ($49.99) REF 380023,"Precision Disposable Micro Fiber ApplicatorsPerfect when you need only a drop.Benda Micro Applicators achieve precision placement in confined spaces. The unique Benda Micro head bends to the angle you need for single-drop application of bonding agents, hemostatic solutions, cavity liners and other low-viscosity liquids. We offer single-ended or double-ended “twin” styles for precise application into cavity preps, post holes and root canals. Both styles feature non-linting fibers that are perfect for scrubbing, and a wider handle for easier pick-up and manipulation. Benda Micros bend to any angle with no bounce back. Also available in other sizes.Double-ended micro applicator, snap-apart handleRegular point (2.0mm), white tipIdeal for 2-step proceduresMeasures 16.8 cm (168 mm) tip to tipMade in the USA",,,delivery-systems,,https://www.centrixdental.com/benda-micro-twin.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaMicro.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwin_1_1_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwin_1_1_1.png"
Centrixdental, 380022,Centrixdental, 380022,Benda-400 (200 x 2) Pink ($49.99) REF 380022,"Precision Disposable Micro Fiber ApplicatorsPerfect when you need only a drop.Benda Micro Applicators achieve precision placement in confined spaces. The unique Benda Micro head bends to the angle you need for single-drop application of bonding agents, hemostatic solutions, cavity liners and other low-viscosity liquids. We offer single-ended or double-ended “twin” styles for precise application into cavity preps, post holes and root canals. Both styles feature non-linting fibers that are perfect for scrubbing, and a wider handle for easier pick-up and manipulation. Benda Micros bend to any angle with no bounce back. Also available in other sizes.Double-ended micro applicator, snap-apart handleRegular point (2.0mm), white tipIdeal for 2-step proceduresMeasures 16.8 cm (168 mm) tip to tipMade in the USA",,,delivery-systems,,https://www.centrixdental.com/benda-micro-twin.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaMicro.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwin_1_2_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicrotwin_1_2_1.png"
Centrixdental, 370501,Centrixdental, 370501,Benda-1 x 576 Red ($129.99) REF 370501,"Apply Materials Easily and More PreciselyThe original bendable applicator! Benda Brushes are economical, multi-purpose applicators that make color coding procedures a snap. With chemical-resistant fibers that hold up to the harshest dental materials, Benda Brushes can be used to easily place whitening agents, etchants, bonding agents, sealants, desensitizers, adhesives and resins. The molded head design allows Benda Brushes to bend to any angle with no bounce back. The non-linting, non-absorbent fibers have a greater carrying capacity, ensuring better spreading and smoothing action. All Benda Brushes are disposable, eliminating cleanup and cross-contamination. Benda Brushes are available in single colors or in an assorted pack and come in 2 sizes for large and small application needs.  Made in the USA.Single-ended bristle brushRegular point, black bristlesPerfect for when you need to apply more than a drop of material",,,delivery-systems,,https://www.centrixdental.com/benda-brush-regular.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaBrush.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_1_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_1_1.png"
Centrixdental, 370502,Centrixdental, 370502,Benda-1 x 576 Blue ($129.99) REF 370502,"Apply Materials Easily and More PreciselyThe original bendable applicator! Benda Brushes are economical, multi-purpose applicators that make color coding procedures a snap. With chemical-resistant fibers that hold up to the harshest dental materials, Benda Brushes can be used to easily place whitening agents, etchants, bonding agents, sealants, desensitizers, adhesives and resins. The molded head design allows Benda Brushes to bend to any angle with no bounce back. The non-linting, non-absorbent fibers have a greater carrying capacity, ensuring better spreading and smoothing action. All Benda Brushes are disposable, eliminating cleanup and cross-contamination. Benda Brushes are available in single colors or in an assorted pack and come in 2 sizes for large and small application needs.  Made in the USA.Single-ended bristle brushRegular point, black bristlesPerfect for when you need to apply more than a drop of material",,,delivery-systems,,https://www.centrixdental.com/benda-brush-regular.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaBrush.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_2_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_2_1.png"
Centrixdental, 370503,Centrixdental, 370503,Benda-1 x 576 Yellow ($129.99) REF 370503,"Apply Materials Easily and More PreciselyThe original bendable applicator! Benda Brushes are economical, multi-purpose applicators that make color coding procedures a snap. With chemical-resistant fibers that hold up to the harshest dental materials, Benda Brushes can be used to easily place whitening agents, etchants, bonding agents, sealants, desensitizers, adhesives and resins. The molded head design allows Benda Brushes to bend to any angle with no bounce back. The non-linting, non-absorbent fibers have a greater carrying capacity, ensuring better spreading and smoothing action. All Benda Brushes are disposable, eliminating cleanup and cross-contamination. Benda Brushes are available in single colors or in an assorted pack and come in 2 sizes for large and small application needs.  Made in the USA.Single-ended bristle brushRegular point, black bristlesPerfect for when you need to apply more than a drop of material",,,delivery-systems,,https://www.centrixdental.com/benda-brush-regular.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaBrush.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_3_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_3_1.png"
Centrixdental, 370504,Centrixdental, 370504,Benda-1 x 576 Green ($129.99) REF 370504,"Apply Materials Easily and More PreciselyThe original bendable applicator! Benda Brushes are economical, multi-purpose applicators that make color coding procedures a snap. With chemical-resistant fibers that hold up to the harshest dental materials, Benda Brushes can be used to easily place whitening agents, etchants, bonding agents, sealants, desensitizers, adhesives and resins. The molded head design allows Benda Brushes to bend to any angle with no bounce back. The non-linting, non-absorbent fibers have a greater carrying capacity, ensuring better spreading and smoothing action. All Benda Brushes are disposable, eliminating cleanup and cross-contamination. Benda Brushes are available in single colors or in an assorted pack and come in 2 sizes for large and small application needs.  Made in the USA.Single-ended bristle brushRegular point, black bristlesPerfect for when you need to apply more than a drop of material",,,delivery-systems,,https://www.centrixdental.com/benda-brush-regular.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaBrush.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_4.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendabrushbigbox_1_4.png"
Centrixdental, 380029,Centrixdental, 380029,Benda-1 x 576 Light Green ($62.99) REF 380029,"Precision Disposable Micro Fiber ApplicatorsPerfect when you need only a drop.Benda Micro Applicators enable precision placement in confined spaces. The unique Benda Micro head bends to the angle you need for single-drop application of bonding agents, hemostatic solutions, cavity liners and other low-viscosity liquids. We offer single-ended or double-ended “twin” styles for precise application into the smallest cavity preps, post holes and root canals. Both styles feature non-linting fibers that are perfect for scrubbing without contaminating materials. Wider handle is easier to pick-up and manipulate. Benda Micros bend to any angle with no bounce back and are available in single colors or in an assorted pack. Also available in other sizes.Extra-fine point (1.0mm), white tipMade in the USA",,,delivery-systems,,https://www.centrixdental.com/benda-micro-extra-fine.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaMicro.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicroextrafine_1_3.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicroextrafine_1_3.png"
Centrixdental, 380030,Centrixdental, 380030,Benda-1 x 576 Ivory ($62.99) REF 380030,"Precision Disposable Micro Fiber ApplicatorsPerfect when you need only a drop.Benda Micro Applicators enable precision placement in confined spaces. The unique Benda Micro head bends to the angle you need for single-drop application of bonding agents, hemostatic solutions, cavity liners and other low-viscosity liquids. We offer single-ended or double-ended “twin” styles for precise application into the smallest cavity preps, post holes and root canals. Both styles feature non-linting fibers that are perfect for scrubbing without contaminating materials. Wider handle is easier to pick-up and manipulate. Benda Micros bend to any angle with no bounce back and are available in single colors or in an assorted pack. Also available in other sizes.Extra-fine point (1.0mm), white tipMade in the USA",,,delivery-systems,,https://www.centrixdental.com/benda-micro-extra-fine.html,http://www.centrixdental.com/pub/media/wysiwyg/product-literature/BendaMicro.pdf,"https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicroextrafine_1_1_1.png,https://www.centrixdental.com/media/catalog/product/cache/1/image/e9c3970ab036de70892d86c6d221abfe/b/e/bendamicroextrafine_1_1_1.png"
Centrixdental,333000,Centrixdental,333000,VersaBox with 10 Dividers ( 1 Qty.),,,1,delivery-systems,,https://www.centrixdental.com/versabox-with-10-dividers.html,,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/v/e/versabox_1.jpg
Centrixdental,130650,Centrixdental,130650,Snap-Fit™,Can be used with all pre-filled and empty tips currently on the marketAll syringes are easy to loadAvailable in 6 models including traditional styles or leverage style guns that require less hand pressureCan be autoclaved for infection controlErgonomic so they are easy to hold and maneuverTrusted by dentists for nearly 50 years,,1,delivery-systems,,https://www.centrixdental.com/snap-fit-syringe.html,https://www.centrixdental.com/pub/media/wysiwyg/product-literature/CR-Syringes.pdf,https://www.centrixdental.com/media/catalog/product/cache/1/image/1000x1240/e9c3970ab036de70892d86c6d221abfe/1/3/130650-snapfit-gun.jpg
